#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
UniRef50_A0A1Q9EEX7    -          YP_009664532.1       -            5.3e-59  210.6 245.7   1.4e+02   13.7   2.4  29.2   1   1  31  32  32  32   0 Uncharacterized protein n=1 Tax=Symbiodinium microadriaticum TaxID=2951 RepID=A0A1Q9EEX7_SYMMI
UniRef50_C2BIJ7        -          YP_009664532.1       -            6.5e-39  145.1  23.7   7.6e-39  144.9  23.7   1.1   1   0   0   1   1   1   1 Protein TraX n=5 Tax=Anaerococcus TaxID=165779 RepID=C2BIJ7_9FIRM
UniRef50_G4L2C9        -          YP_009664532.1       -            7.1e-39  145.0  19.6   8.1e-39  144.8  19.6   1.0   1   0   0   1   1   1   1 TraX family protein n=1 Tax=Oscillibacter valericigenes (strain DSM 18026 / NBRC 101213 / Sjm18-20) TaxID=693746 RepID=G4L2C9_OSCVS
UniRef50_A0A1G5RZL4    -          YP_009664532.1       -            7.3e-39  145.0  20.1   8.3e-39  144.8  20.1   1.0   1   0   0   1   1   1   1 TraX protein n=2 Tax=Acidaminobacter TaxID=65402 RepID=A0A1G5RZL4_9FIRM
UniRef50_UPI001A99114E -          YP_009664532.1       -            7.7e-39  144.9  17.1   1.2e-38  144.3  17.1   1.3   1   0   0   1   1   1   1 conjugal transfer protein TraX n=7 Tax=unclassified Butyrivibrio TaxID=2639466 RepID=UPI001A99114E
UniRef50_R9I1Z7        -          YP_009664532.1       -            7.7e-39  144.9  13.0     9e-39  144.7  13.0   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=31 Tax=root TaxID=1 RepID=R9I1Z7_9BACT
UniRef50_A0A268I7W2    -          YP_009664532.1       -            7.9e-39  144.9  33.3   9.9e-39  144.6  33.3   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=2 Tax=Bacillus sp. 7504-2 TaxID=2022547 RepID=A0A268I7W2_9BACI
UniRef50_D4CQJ7        -          YP_009664532.1       -            8.3e-39  144.8  19.9   1.8e-38  143.7  19.9   1.5   1   1   0   1   1   1   1 Uncharacterized protein n=19 Tax=Lachnospiraceae TaxID=186803 RepID=D4CQJ7_9FIRM
UniRef50_UPI001642C151 -          YP_009664532.1       -            8.5e-39  144.8  26.7   1.1e-38  144.5  26.7   1.0   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Virgibacillus sp. 6R TaxID=1911587 RepID=UPI001642C151
UniRef50_A0A1G4Q4K2    -          YP_009664532.1       -            8.6e-39  144.8  23.1   1.4e-38  144.1  23.1   1.3   1   1   0   1   1   1   1 TraX protein n=4 Tax=Oscillospiraceae TaxID=216572 RepID=A0A1G4Q4K2_9FIRM
UniRef50_UPI000D19EF47 -          YP_009664532.1       -            9.1e-39  144.7  16.6   1.1e-38  144.5  16.6   1.0   1   0   0   1   1   1   1 conjugal transfer protein TraX n=1 Tax=Pseudomonas otitidis TaxID=319939 RepID=UPI000D19EF47
UniRef50_A0A1B6BE40    -          YP_009664532.1       -            9.2e-39  144.7  23.0   1.1e-38  144.5  23.0   1.0   1   0   0   1   1   1   1 Conserved membrane protein n=2 Tax=unclassified Fusibacter TaxID=2624464 RepID=A0A1B6BE40_9FIRM
UniRef50_A0A1G9EKE1    -          YP_009664532.1       -            9.4e-39  144.6  18.3   1.6e-38  143.9  18.3   1.4   1   1   0   1   1   1   1 TraX protein n=2 Tax=unclassified Sarcina TaxID=2619470 RepID=A0A1G9EKE1_9CLOT
UniRef50_A0A1C6K001    -          YP_009664532.1       -              1e-38  144.5  19.6   1.7e-38  143.8  19.6   1.4   1   1   0   1   1   1   1 Conjugal transfer protein TrbP n=3 Tax=Oscillospiraceae TaxID=216572 RepID=A0A1C6K001_9FIRM
UniRef50_A0A2S5R259    -          YP_009664532.1       -              1e-38  144.5  18.6   1.2e-38  144.3  18.6   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=1 Tax=Methylotenera sp. TaxID=2051956 RepID=A0A2S5R259_9PROT
UniRef50_R2T7W6        -          YP_009664532.1       -              1e-38  144.5  19.6   1.2e-38  144.3  19.6   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=43 Tax=root TaxID=1 RepID=R2T7W6_9ENTE
UniRef50_I5AWK9        -          YP_009664532.1       -              1e-38  144.5  14.9   1.3e-38  144.1  14.9   1.1   1   0   0   1   1   1   1 TraX protein n=2 Tax=Eubacterium cellulosolvens TaxID=29322 RepID=I5AWK9_EUBCE
UniRef50_A0A3C1HXG7    -          YP_009664532.1       -            1.1e-38  144.4  28.3     2e-37  140.3  28.3   2.0   1   1   0   1   1   1   1 Uncharacterized protein n=3 Tax=Bacillaceae TaxID=186817 RepID=A0A3C1HXG7_9BACI
UniRef50_G5IKU1        -          YP_009664532.1       -            1.2e-38  144.3  22.2   1.3e-38  144.1  22.2   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=18 Tax=Bacteria TaxID=2 RepID=G5IKU1_9CLOT
UniRef50_UPI00174E70CE -          YP_009664532.1       -            1.2e-38  144.3  15.8   1.6e-38  143.9  15.8   1.1   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Flavonifractor sp. An306 TaxID=1965629 RepID=UPI00174E70CE
UniRef50_A0A3R8YJY5    -          YP_009664532.1       -            1.3e-38  144.2  20.6   1.6e-38  143.9  20.6   1.1   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=3 Tax=Burkholderiales TaxID=80840 RepID=A0A3R8YJY5_9BURK
UniRef50_A0A847X4F3    -          YP_009664532.1       -            1.4e-38  144.1  20.6     2e-38  143.6  20.6   1.2   1   0   0   1   1   1   1 Uncharacterized protein (Fragment) n=1 Tax=Gallicola sp. TaxID=2683910 RepID=A0A847X4F3_9FIRM
UniRef50_A0A1M6E6K8    -          YP_009664532.1       -            1.5e-38  144.0  25.5   4.3e-38  142.5  25.5   1.7   1   1   0   1   1   1   1 TraX protein n=4 Tax=root TaxID=1 RepID=A0A1M6E6K8_9CLOT
UniRef50_UPI00085C8F71 -          YP_009664532.1       -            1.5e-38  144.0  27.6   1.7e-38  143.8  27.6   1.0   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Cellulosilyticum sp. I15G10I2 TaxID=1892843 RepID=UPI00085C8F71
UniRef50_UPI00192B49A7 -          YP_009664532.1       -            1.5e-38  144.0  14.5   1.8e-38  143.7  14.5   1.0   1   0   0   1   1   1   1 pilus assembly protein n=3 Tax=unclassified Clostridium TaxID=2614128 RepID=UPI00192B49A7
UniRef50_A0A401HZM5    -          YP_009664532.1       -            1.5e-38  143.9  18.9   1.7e-38  143.8  18.9   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=4 Tax=Paenibacillus TaxID=44249 RepID=A0A401HZM5_9BACL
UniRef50_A0A7X7LS49    -          YP_009664532.1       -            1.5e-38  143.9  25.2   1.8e-38  143.7  25.2   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=2 Tax=Acholeplasmataceae bacterium TaxID=1898209 RepID=A0A7X7LS49_9MOLU
UniRef50_A0A3D3Y2J6    -          YP_009664532.1       -            1.6e-38  143.9  25.8   1.9e-38  143.6  25.8   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=3 Tax=Eubacteriales TaxID=186802 RepID=A0A3D3Y2J6_9FIRM
UniRef50_UPI00041BCAD6 -          YP_009664532.1       -            1.7e-38  143.8  18.6     2e-38  143.6  18.6   1.1   1   0   0   1   1   1   1 conjugal transfer protein TraX n=1 Tax=Paenibacillus taiwanensis TaxID=401638 RepID=UPI00041BCAD6
UniRef50_A0A1T4VMZ1    -          YP_009664532.1       -            1.7e-38  143.8  26.2     2e-38  143.5  26.2   1.1   1   0   0   1   1   1   1 TraX protein n=2 Tax=Eubacterium TaxID=1730 RepID=A0A1T4VMZ1_9FIRM
UniRef50_A0A414Z6N2    -          YP_009664532.1       -            1.8e-38  143.7  15.2   2.3e-38  143.4  15.2   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Bacteroides sp. AM16-24 TaxID=2292002 RepID=A0A414Z6N2_9BACE
UniRef50_A0A1H3VR07    -          YP_009664532.1       -            1.9e-38  143.7  11.6   3.1e-38  142.9  11.6   1.4   1   0   0   1   1   1   1 TraX protein n=1 Tax=Lachnospiraceae bacterium NK3A20 TaxID=877406 RepID=A0A1H3VR07_9FIRM
UniRef50_A0A3D0GSY6    -          YP_009664532.1       -            1.9e-38  143.6  25.4   2.2e-38  143.4  25.4   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=8 Tax=Erysipelotrichales TaxID=526525 RepID=A0A3D0GSY6_9FIRM
UniRef50_A0A7V7ATL3    -          YP_009664532.1       -            1.9e-38  143.6  26.9   2.1e-38  143.5  26.9   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=1 Tax=Clostridia bacterium TaxID=2044939 RepID=A0A7V7ATL3_9FIRM
UniRef50_UPI000682B5E1 -          YP_009664532.1       -              2e-38  143.6  26.1   2.3e-38  143.4  26.1   1.0   1   0   0   1   1   1   1 conjugal transfer protein TraX n=1 Tax=Turicibacter sanguinis TaxID=154288 RepID=UPI000682B5E1
UniRef50_G9XEN7        -          YP_009664532.1       -              2e-38  143.5  27.3   2.5e-38  143.3  27.3   1.1   1   0   0   1   1   1   1 Protein TraX n=6 Tax=Terrabacteria group TaxID=1783272 RepID=G9XEN7_9FIRM
UniRef50_A0A3B9MRZ8    -          YP_009664532.1       -            2.2e-38  143.4  11.4   2.2e-38  143.4  11.4   2.0   2   0   0   2   2   1   1 Conjugal transfer protein TraX n=1 Tax=Lachnospiraceae bacterium TaxID=1898203 RepID=A0A3B9MRZ8_9FIRM
UniRef50_R6QXK2        -          YP_009664532.1       -            2.3e-38  143.4  21.2   2.6e-38  143.2  21.2   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Butyrivibrio sp. CAG:318 TaxID=1262761 RepID=R6QXK2_9FIRM
UniRef50_A0A1H7U119    -          YP_009664532.1       -            2.4e-38  143.3  15.7   3.4e-38  142.8  15.7   1.2   1   0   0   1   1   1   1 TraX protein n=9 Tax=unclassified Butyrivibrio TaxID=2639466 RepID=A0A1H7U119_9FIRM
UniRef50_UPI000288D21D -          YP_009664532.1       -            2.5e-38  143.2  23.0   2.8e-38  143.1  23.0   1.0   1   0   0   1   1   1   1 TraX family protein n=1 Tax=Paenibacillus senegalensis TaxID=1465766 RepID=UPI000288D21D
UniRef50_S9SNB9        -          YP_009664532.1       -            2.6e-38  143.2  19.3   3.2e-38  142.9  19.3   1.1   1   0   0   1   1   1   1 TraX family protein n=36 Tax=Paenibacillus TaxID=44249 RepID=S9SNB9_PAEAL
UniRef50_F5WZH9        -          YP_009664532.1       -            2.6e-38  143.2  20.1   3.1e-38  142.9  20.1   1.1   1   0   0   1   1   1   1 TraX family protein n=23 Tax=Firmicutes TaxID=1239 RepID=F5WZH9_STRG1
UniRef50_UPI000482DEE5 -          YP_009664532.1       -            2.8e-38  143.1  22.4   4.9e-38  142.3  22.4   1.4   1   1   0   1   1   1   1 hypothetical protein n=1 Tax=Pseudobutyrivibrio sp. MD2005 TaxID=1410616 RepID=UPI000482DEE5
UniRef50_A0A176U3J1    -          YP_009664532.1       -              3e-38  143.0  20.3   4.4e-38  142.5  20.3   1.3   1   1   0   1   1   1   1 Uncharacterized protein n=4 Tax=Firmicutes TaxID=1239 RepID=A0A176U3J1_9FIRM
UniRef50_A0A5R9G8S6    -          YP_009664532.1       -              3e-38  143.0  17.3   3.4e-38  142.8  17.3   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=2 Tax=Paenibacillus TaxID=44249 RepID=A0A5R9G8S6_9BACL
UniRef50_A0A0A8UN24    -          YP_009664532.1       -            3.1e-38  142.9  27.9   3.7e-38  142.7  27.9   1.0   1   0   0   1   1   1   1 TrbP mating pair formation protein n=19 Tax=Legionella TaxID=445 RepID=A0A0A8UN24_LEGHA
UniRef50_A0A1C5ZRN6    -          YP_009664532.1       -            3.2e-38  142.9  17.2   3.8e-38  142.6  17.2   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TrbP n=2 Tax=Blautia TaxID=572511 RepID=A0A1C5ZRN6_9FIRM
UniRef50_A0A328EI18    -          YP_009664532.1       -            3.3e-38  142.9  16.7   3.8e-38  142.6  16.7   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=4 Tax=unclassified Candidatus Gracilibacteria TaxID=1046947 RepID=A0A328EI18_9BACT
UniRef50_E3EIV8        -          YP_009664532.1       -            3.4e-38  142.8  21.5   3.9e-38  142.6  21.5   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=100 Tax=Paenibacillus TaxID=44249 RepID=E3EIV8_PAEPS
UniRef50_A0A316NN96    -          YP_009664532.1       -            3.6e-38  142.7  28.0   2.1e-19   81.6   4.8   2.1   1   1   1   2   2   2   2 Uncharacterized protein n=1 Tax=Clostridiales bacterium TaxID=1898207 RepID=A0A316NN96_9FIRM
UniRef50_A0A1L8XNV2    -          YP_009664532.1       -            3.6e-38  142.7  23.3   4.3e-38  142.5  23.3   1.1   1   0   0   1   1   1   1 Pilus protein n=29 Tax=Lactobacillales TaxID=186826 RepID=A0A1L8XNV2_ENTTH
UniRef50_G4L4F1        -          YP_009664532.1       -            3.7e-38  142.7  26.1   4.2e-38  142.5  26.1   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=22 Tax=Bacteria TaxID=2 RepID=G4L4F1_TETHN
UniRef50_A0A2G3EAP4    -          YP_009664532.1       -            4.4e-38  142.4  18.3   6.1e-38  142.0  18.2   1.3   1   1   0   1   1   1   1 Uncharacterized protein n=5 Tax=Pseudobutyrivibrio TaxID=46205 RepID=A0A2G3EAP4_9FIRM
UniRef50_A0A1G4VBV3    -          YP_009664532.1       -            4.4e-38  142.4  20.3   6.1e-38  142.0  20.3   1.2   1   0   0   1   1   1   1 TraX protein n=2 Tax=Oscillospiraceae TaxID=216572 RepID=A0A1G4VBV3_9FIRM
UniRef50_A0A3A9BX09    -          YP_009664532.1       -            5.1e-38  142.2  14.0   7.6e-38  141.7  14.0   1.3   1   1   0   1   1   1   1 Uncharacterized protein n=3 Tax=Bacteria TaxID=2 RepID=A0A3A9BX09_9BACT
UniRef50_UPI001AEB3E92 -          YP_009664532.1       -            5.3e-38  142.2  16.3     6e-38  142.0  16.3   1.0   1   0   0   1   1   1   1 conjugal transfer protein TraX n=1 Tax=Paenibacillus eucommiae TaxID=1355755 RepID=UPI001AEB3E92
UniRef50_UPI000478C4BF -          YP_009664532.1       -              6e-38  142.0  20.8   9.6e-38  141.3  20.8   1.3   1   1   0   1   1   1   1 hypothetical protein n=1 Tax=Butyrivibrio proteoclasticus TaxID=43305 RepID=UPI000478C4BF
UniRef50_A0A1H2YT49    -          YP_009664532.1       -            6.2e-38  142.0  22.2   3.2e-37  139.6  22.2   1.8   1   1   0   1   1   1   1 TraX protein n=52 Tax=Terrabacteria group TaxID=1783272 RepID=A0A1H2YT49_9FIRM
UniRef50_K5Z9M5        -          YP_009664532.1       -            6.3e-38  141.9  29.2   7.2e-38  141.7  29.2   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=137 Tax=root TaxID=1 RepID=K5Z9M5_9BACT
UniRef50_A0A134AI92    -          YP_009664532.1       -            7.4e-38  141.7  14.8   7.4e-38  141.7  14.8   1.5   2   0   0   2   2   1   1 Uncharacterized protein n=7 Tax=Peptoniphilus TaxID=162289 RepID=A0A134AI92_9FIRM
UniRef50_R7BE86        -          YP_009664532.1       -            7.4e-38  141.7  20.4   8.6e-38  141.5  20.4   1.0   1   0   0   1   1   1   1 Fimbrial assembly protein FimC putative n=2 Tax=Firmicutes TaxID=1239 RepID=R7BE86_9FIRM
UniRef50_UPI0005F2A7A0 -          YP_009664532.1       -            7.9e-38  141.6  16.5   9.6e-38  141.3  16.5   1.0   1   0   0   1   1   1   1 conjugal transfer protein n=2 Tax=unclassified Xanthomonas TaxID=2643310 RepID=UPI0005F2A7A0
UniRef50_A0A350X445    -          YP_009664532.1       -            8.1e-38  141.6  35.8   3.5e-37  139.5  35.8   1.9   1   1   0   1   1   1   1 Uncharacterized protein n=1 Tax=Firmicutes bacterium TaxID=1879010 RepID=A0A350X445_9FIRM
UniRef50_A0A1H9KLW0    -          YP_009664532.1       -            8.3e-38  141.5  17.3   9.6e-38  141.3  17.3   1.0   1   0   0   1   1   1   1 TraX protein n=1 Tax=Lachnospiraceae bacterium NE2001 TaxID=1520823 RepID=A0A1H9KLW0_9FIRM
UniRef50_UPI00143C335A -          YP_009664532.1       -            8.7e-38  141.5  18.4     1e-37  141.2  18.4   1.1   1   0   0   1   1   1   1 pilus assembly protein n=1 Tax=Anaerosporobacter sp. KCTC 15857 TaxID=2718714 RepID=UPI00143C335A
UniRef50_X8K534        -          YP_009664532.1       -            8.8e-38  141.5  17.8   1.1e-37  141.2  17.8   1.1   1   0   0   1   1   1   1 Protein TraX n=303 Tax=Bacteria TaxID=2 RepID=X8K534_9FIRM
UniRef50_A0A1I4B520    -          YP_009664532.1       -              9e-38  141.4  23.2     1e-37  141.2  23.2   1.0   1   0   0   1   1   1   1 TraX protein n=7 Tax=Carnobacteriaceae TaxID=186828 RepID=A0A1I4B520_9LACT
UniRef50_UPI000470A58E -          YP_009664532.1       -            9.1e-38  141.4  29.9   1.1e-37  141.2  29.9   1.0   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Paenibacillus ehimensis TaxID=79264 RepID=UPI000470A58E
UniRef50_G9YNE0        -          YP_009664532.1       -            1.1e-37  141.2  16.2   4.6e-37  139.1  16.2   1.8   1   1   0   1   1   1   1 Protein TraX n=19 Tax=Eubacteriales TaxID=186802 RepID=G9YNE0_FLAPL
UniRef50_A0A508AVE2    -          YP_009664532.1       -            1.1e-37  141.1  16.6   1.3e-37  140.9  16.6   1.1   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=1 Tax=Lysobacter maris TaxID=1605891 RepID=A0A508AVE2_9GAMM
UniRef50_A0A1V5KGQ8    -          YP_009664532.1       -            1.2e-37  141.1  23.2   2.6e-37  139.9  23.2   1.5   1   1   0   1   1   1   1 TraX protein n=1 Tax=Firmicutes bacterium ADurb.Bin467 TaxID=1852894 RepID=A0A1V5KGQ8_9FIRM
UniRef50_UPI0006BBD707 -          YP_009664532.1       -            1.2e-37  141.0  27.5   1.4e-37  140.8  27.5   1.0   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Clostridioides difficile TaxID=1496 RepID=UPI0006BBD707
UniRef50_A0A7C6GRV4    -          YP_009664532.1       -            1.2e-37  141.0  13.0   1.5e-37  140.7  13.0   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Clostridiales bacterium TaxID=1898207 RepID=A0A7C6GRV4_9FIRM
UniRef50_S3L2B0        -          YP_009664532.1       -            1.3e-37  140.9  23.2   1.5e-37  140.7  23.2   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=20 Tax=Bacteria TaxID=2 RepID=S3L2B0_TREMA
UniRef50_A0A5C4T480    -          YP_009664532.1       -            1.4e-37  140.9  16.7   1.6e-37  140.7  16.7   1.0   1   0   0   1   1   1   1 Conjugal transfer protein TraX n=2 Tax=Paenibacillus TaxID=44249 RepID=A0A5C4T480_9BACL
UniRef50_A0A4U9XUP4    -          YP_009664532.1       -            1.4e-37  140.8  18.3   1.7e-37  140.5  18.3   1.1   1   0   0   1   1   1   1 TraX family protein n=3 Tax=Streptococcus porcinus TaxID=1340 RepID=A0A4U9XUP4_STRPO
UniRef50_R5CF66        -          YP_009664532.1       -            1.4e-37  140.8   6.8   2.6e-37  139.9   6.8   1.4   1   1   0   1   1   1   1 Uncharacterized protein n=1 Tax=Firmicutes bacterium CAG:791 TaxID=1262993 RepID=R5CF66_9FIRM
UniRef50_UPI00140913DA -          YP_009664532.1       -            1.4e-37  140.8  14.5   1.5e-37  140.7  14.5   1.0   1   0   0   1   1   1   1 conjugal transfer protein TraX n=1 Tax=Paenibacillus turpanensis TaxID=2689078 RepID=UPI00140913DA
UniRef50_A0A3D9IC07    -          YP_009664532.1       -            1.4e-37  140.8  20.4   1.6e-37  140.6  20.4   1.0   1   0   0   1   1   1   1 TraX protein n=2 Tax=Paenibacillaceae TaxID=186822 RepID=A0A3D9IC07_9BACL
UniRef50_A0A521H2M7    -          YP_009664532.1       -            1.4e-37  140.8  29.0   1.6e-37  140.6  29.0   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Alphaproteobacteria bacterium TaxID=1913988 RepID=A0A521H2M7_9PROT
UniRef50_A0A1M4VJH9    -          YP_009664532.1       -            1.4e-37  140.8  28.8   5.7e-19   80.1  15.8   2.1   1   1   1   2   2   2   2 TraX protein n=1 Tax=Clostridium fallax TaxID=1533 RepID=A0A1M4VJH9_9CLOT
UniRef50_A0A5R8QG49    -          YP_009664532.1       -            1.4e-37  140.8  34.5   1.7e-37  140.6  34.5   1.0   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Culicoidibacter larvae TaxID=2579976 RepID=A0A5R8QG49_9FIRM
UniRef50_UPI0003BB145E -          YP_009664532.1       -            1.6e-37  140.6  17.1   1.8e-37  140.4  17.1   1.0   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Pseudomonas aeruginosa TaxID=287 RepID=UPI0003BB145E
UniRef50_A0A316NYH5    -          YP_009664532.1       -            1.7e-37  140.6  17.6   2.1e-37  140.2  17.6   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=1 Tax=Coriobacteriia bacterium TaxID=2052159 RepID=A0A316NYH5_9ACTN
UniRef50_A0A3G5FEY1    -          YP_009664532.1       -            1.7e-37  140.5  26.4   2.1e-37  140.2  26.4   1.1   1   0   0   1   1   1   1 Uncharacterized protein n=2 Tax=Tetragenococcus TaxID=51668 RepID=A0A3G5FEY1_9ENTE
UniRef50_A0A3D4HPB0    -          YP_009664532.1       -            1.8e-37  140.5  14.0   3.4e-37  139.6  14.0   1.4   1   1   0   1   1   1   1 Uncharacterized protein (Fragment) n=2 Tax=Lachnospiraceae bacterium TaxID=1898203 RepID=A0A3D4HPB0_9FIRM
UniRef50_UPI001A9BB705 -          YP_009664532.1       -            1.9e-37  140.4  20.6   2.2e-37  140.2  20.6   1.0   1   0   0   1   1   1   1 hypothetical protein n=1 Tax=Enterococcus sp. 665A TaxID=2815324 RepID=UPI001A9BB705
UniRef50_A0A2T1E0E9    -          YP_009664532.1       -              2e-37  140.3  19.7   2.5e-37  140.0  19.7   1.1   1   0   0   1   1   1   1 TraX family protein n=3 Tax=Cyanobacteria TaxID=1117 RepID=A0A2T1E0E9_9CHRO
UniRef50_K9VWY7        -          YP_009664532.1       -            2.1e-37  140.2  24.5   2.8e-37  139.8  24.5   1.1   1   0   0   1   1   1   1 TraX family protein n=1 Tax=Crinalium epipsammum PCC 9333 TaxID=1173022 RepID=K9VWY7_9CYAN
UniRef50_A0A1T5IJP4    -          YP_009664532.1       -            2.3e-37  140.1  18.0   2.6e-37  139.9  18.0   1.0   1   0   0   1   1   1   1 TraX protein n=3 Tax=Pseudoxanthomonas TaxID=83618 RepID=A0A1T5IJP4_9GAMM
